2452120|67792|1789|3039|1600609|4132|1502|3039|1600609|4132|1502|2|2|36|16|496.96|34.78|531.74|71.96|773.12|134.17|261.20|101.59|879.86|
2452135|32975|997|2233|680344|3655|766|2233|680344|3655|766|2|1|36|33|1560.57|0.00|1560.57|73.33|845.46|1201.63|326.63|32.31|918.79|
2452038|60285|1243|2096|1039516|6936|109|2096|1039516|6936|109|2|2|36|91|15813.07|632.52|16445.59|65.73|8008.91|13441.10|1352.02|1019.95|8707.16|
2451873|61736|823|2984|1914824|7017|2257|2984|1914824|7017|2257|2|1|38|54|2243.70|179.49|2423.19|60.32|1075.68|628.23|1373.14|242.33|1315.49|
2451812|17353|1601|3013|691848|1836|2624|3013|691848|1836|2624|1|1|38|11|15.18|0.00|15.18|42.63|5.50|9.71|1.53|3.94|48.13|
2452054|39091|1411|3582|1892903|2624|2392|3582|1892903|2624|2392|1|2|39|27|3078.54|30.78|3109.32|79.71|1835.19|1015.91|453.77|1608.86|1945.68|
2452413|27263|671|4730|781278|1291|2963|4730|781278|1291|2963|1|1|40|13|1286.22|51.44|1337.66|97.11|95.16|424.45|17.23|844.54|243.71|
2452476|28293|1929|1777|803717|3657|150|1777|803717|3657|150|2|2|40|9|103.32|1.03|104.35|31.68|2.79|76.45|7.25|19.62|35.50|
2451905|55597|1441|5775|962709|43|1624|5775|962709|43|1624|2|1|41|56|4452.00|311.64|4763.64|63.92|3368.96|1958.88|797.79|1695.33|3744.52|
2451845|42388|104|1546|1391011|5229|1847|1546|1391011|5229|1847|1|1|41|29|1387.36|69.36|1456.72|14.34|818.67|194.23|608.49|584.64|902.37|
2451261|73439|1195|\N|\N|\N|964|\N|\N|\N|964|1|\N|42|\N|\N|\N|\N|58.60|192.76|80.02|54.48|39.46|\N|
2452078|22372|643|386|435559|2685|1258|386|435559|2685|1258|2|2|43|58|4257.20|85.14|4342.34|99.74|1530.04|2469.17|1609.22|178.81|1714.92|
2451335|79473|1706|2442|1432457|2425|2840|2442|1432457|2425|2840|1|1|44|13|45.63|3.65|49.28|49.66|0.00|39.24|1.53|4.86|53.31|
2451441|11487|1021|3405|1361990|4975|2407|3405|1361990|4975|2407|1|1|45|43|4438.89|133.16|4572.05|83.51|466.98|532.66|2187.48|1718.75|683.65|
2452105|59457|979|5913|1423984|4102|373|5913|1423984|4102|373|2|2|46|61|704.55|49.31|753.86|33.45|3012.79|295.91|302.39|106.25|3095.55|
2451677|33194|1975|2918|1366834|2750|1819|2918|1366834|2750|1819|2|2|48|9|216.81|17.34|234.15|19.81|45.63|21.68|35.12|160.01|82.78|
2452561|35610|918|5081|788648|5815|2582|5081|788648|5815|2582|2|2|49|79|10628.66|744.00|11372.66|88.50|2361.31|8502.92|1658.07|467.67|3193.81|
2452060|60418|1241|5908|793212|2516|2620|5908|793212|2516|2620|1|1|51|9|355.32|10.65|365.97|99.51|193.77|309.12|6.00|40.20|303.93|
2452077|13035|923|3668|1078154|4240|2373|3668|1078154|4240|2373|1|1|51|58|6574.88|460.24|7035.12|57.17|3221.32|1380.72|4051.44|1142.72|3738.73|
\N|71745|1470|\N|\N|2111|323|\N|\N|2111|\N|1|2|52|\N|765.16|\N|834.02|32.04|229.40|\N|215.16|351.06|330.30|
2451900|32899|1283|4971|1300813|208|1250|4971|1300813|208|1250|1|2|53|2|97.88|1.95|99.83|22.48|13.64|80.26|5.46|12.16|38.07|
2451958|26993|782|5631|1375925|1419|1466|5631|1375925|1419|1466|1|2|53|13|1368.77|82.12|1450.89|88.01|727.09|191.62|235.43|941.72|897.22|
\N|\N|79|\N|\N|6738|2460|\N|1500216|\N|\N|1|1|55|7|70.70|4.94|\N|38.47|\N|42.42|4.24|\N|71.20|
\N|\N|874|\N|\N|\N|\N|5199|\N|\N|7|1|2|56|\N|1717.20|154.54|1871.74|3.62|356.40|\N|\N|\N|\N|
2451384|77186|50|2380|1708805|5983|1608|2380|1708805|5983|1608|2|2|57|19|2002.03|120.12|2122.15|71.12|302.10|1301.31|119.12|581.60|493.34|
2451443|45709|1165|1800|1777124|1248|619|1800|1777124|1248|619|1|1|58|9|740.34|22.21|762.55|37.92|174.78|222.10|67.37|450.87|234.91|
2451759|67735|1687|138|821188|5885|1135|138|821188|5885|1135|2|2|59|26|789.36|71.04|860.40|6.20|134.94|149.97|421.99|217.40|212.18|
2451560|59013|1712|5883|539803|6923|843|5883|539803|6923|843|1|2|63|31|191.58|3.83|195.41|1.63|739.35|42.14|127.02|22.42|744.81|
\N|\N|158|670|103015|\N|\N|\N|103015|2160|1705|\N|\N|64|36|1086.12|32.58|1118.70|4.75|\N|\N|\N|543.61|\N|
2451547|32382|1507|2101|99551|3001|2251|2101|99551|3001|2251|2|2|66|7|368.97|0.00|368.97|48.34|12.81|99.62|37.70|231.65|61.15|
2452027|26463|85|1973|277684|1748|259|1973|277684|1748|259|1|2|69|57|5985.57|359.13|6344.70|89.65|1056.21|2394.22|2944.90|646.45|1504.99|
2452341|68091|1985|911|1511560|5409|1658|911|1511560|5409|1658|2|2|72|20|3750.00|187.50|3937.50|62.87|742.20|187.50|1959.37|1603.13|992.57|
2452196|78918|1673|3224|1559926|6228|1130|3224|1559926|6228|1130|1|2|72|2|72.30|4.33|76.63|96.96|24.44|65.79|5.46|1.05|125.73|
2452538|5244|821|4195|94659|276|1493|4195|94659|276|1493|1|2|73|4|208.84|0.00|208.84|90.81|202.68|154.54|19.00|35.30|293.49|
2452648|69373|91|2326|571505|5084|1663|2326|571505|5084|1663|1|2|75|35|2668.05|80.04|2748.09|62.33|361.20|1414.06|463.97|790.02|503.57|
2452670|41829|1035|2961|4573|4185|2397|2961|4573|4185|2397|2|2|75|23|1807.80|0.00|1807.80|14.00|766.36|379.63|1142.53|285.64|780.36|
2451916|34658|1189|4828|990174|2720|1666|4828|990174|2720|1666|2|2|76|72|2581.92|77.45|2659.37|20.09|5286.96|568.02|2013.90|0.00|5384.50|
2451616|51966|328|626|1703073|4720|2567|626|1703073|4720|2567|2|1|77|8|25.28|0.75|26.03|61.93|0.00|11.12|12.17|1.99|62.68|
\N|\N|895|1099|\N|6659|\N|1099|1634079|\N|\N|\N|\N|77|\N|1934.50|\N|\N|45.51|\N|\N|\N|\N|838.39|
2451617|28361|244|939|1603349|4959|369|939|1603349|4959|369|2|2|79|21|919.59|18.39|937.98|21.38|509.04|478.18|8.82|432.59|548.81|
2451871|54886|1723|5537|1097050|610|2523|5537|1097050|610|2523|1|2|79|33|606.87|36.41|643.28|32.97|290.73|54.61|276.13|276.13|360.11|
2451726|26757|524|5212|1794817|4822|674|5212|1794817|4822|674|2|2|81|17|371.28|29.70|400.98|28.14|85.68|226.48|50.68|94.12|143.52|
2452486|46513|573|2862|897323|1384|1245|2862|897323|1384|1245|1|1|83|20|104.00|0.00|104.00|21.18|333.00|86.32|9.19|8.49|354.18|
2452557|65926|681|4087|1208787|7087|1034|4087|1208787|7087|1034|2|2|83|29|300.15|0.00|300.15|44.01|2552.00|168.08|109.61|22.46|2596.01|
2451280|25318|1318|4396|1857247|3251|702|4396|1857247|3251|702|2|2|84|2|96.36|3.85|100.21|85.73|33.88|30.83|43.90|21.63|123.46|
2451393|62509|1954|1660|1078409|3158|2707|1660|1078409|3158|2707|2|1|84|18|265.50|2.65|268.15|49.10|165.24|45.13|103.57|116.80|216.99|
2452735|\N|1633|1006|533478|2797|\N|1006|533478|\N|1469|\N|\N|85|\N|20.20|\N|\N|\N|15.50|19.59|\N|\N|102.28|
2452663|51913|276|1493|1729053|5813|1973|1493|1729053|5813|1973|2|1|85|34|567.80|5.67|573.47|72.34|1817.30|22.71|196.23|348.86|1895.31|
2451723|72393|448|1324|159786|601|2216|1324|159786|601|2216|1|1|86|16|56.48|0.00|56.48|78.57|53.60|46.31|2.64|7.53|132.17|
2451599|60380|926|2909|361910|864|2065|2909|361910|864|2065|2|2|86|22|3938.88|157.55|4096.43|78.70|1140.04|590.83|1941.86|1406.19|1376.29|
2452181|69772|1235|4789|1625335|281|1027|4789|1625335|281|1027|1|1|87|11|1976.59|39.53|2016.12|74.21|951.61|316.25|1278.46|381.88|1065.35|
\N|67250|187|\N|254698|\N|2424|\N|254698|\N|\N|\N|1|91|\N|\N|89.14|1079.59|\N|\N|\N|\N|2.98|\N|
2452382|45230|1065|2884|1353432|7180|328|2884|1353432|7180|328|2|1|92|15|54.30|1.62|55.92|48.55|37.95|53.21|1.07|0.02|88.12|
2452555|53480|1305|1174|1417259|6897|1535|1174|1417259|6897|1535|1|1|92|18|1303.56|117.32|1420.88|71.91|477.90|404.10|638.61|260.85|667.13|
2452790|34442|1896|5372|463802|4985|2815|5372|463802|4985|2815|2|2|93|21|1923.81|115.42|2039.23|57.75|72.03|1365.90|530.01|27.90|245.20|
2452775|70628|661|5176|1018443|4910|2377|5176|1018443|4910|2377|2|1|93|88|11567.60|115.67|11683.27|84.79|5192.88|4280.01|1967.64|5319.95|5393.34|
2452056|77444|569|5134|701863|3839|2768|5134|701863|3839|2768|2|1|95|11|1553.64|124.29|1677.93|50.63|493.46|450.55|573.60|529.49|668.38|
\N|\N|715|\N|253586|7137|935|4788|253586|\N|935|\N|2|96|\N|\N|\N|\N|\N|\N|175.30|10.67|\N|\N|
2452085|44364|791|2385|1635385|3585|2385|2385|1635385|3585|2385|2|2|98|44|96.80|6.77|103.57|87.44|549.56|90.02|2.23|4.55|643.77|
2452151|61395|1369|1425|1792938|51|1517|1425|1792938|51|1517|2|1|98|41|1643.69|0.00|1643.69|42.33|182.45|1380.69|163.06|99.94|224.78|
2451635|79446|1381|1662|1085284|2553|2822|1662|1085284|2553|2822|2|1|100|22|2492.60|49.85|2542.45|6.19|1077.78|2093.78|327.03|71.79|1133.82|
2452628|60416|492|4084|235070|5256|2242|4084|235070|5256|2242|1|2|101|15|755.10|15.10|770.20|58.98|485.40|407.75|93.78|253.57|559.48|
2451386|56182|943|3523|1341309|1542|1328|3523|1341309|1542|1328|1|1|102|63|793.17|7.93|801.10|63.89|335.79|0.00|682.12|111.05|407.61|
2451461|12953|1525|1572|281063|507|998|1572|281063|507|998|2|2|102|21|1251.39|12.51|1263.90|68.51|235.62|838.43|111.49|301.47|316.64|
2451410|46409|1408|818|1524677|983|1842|818|1524677|983|1842|1|2|102|5|87.15|4.35|91.50|63.38|115.40|34.86|4.18|48.11|183.13|
2452031|56843|320|4635|1719760|2038|2116|4635|1719760|2038|2116|2|2|103|4|25.28|0.75|26.03|51.35|32.20|20.72|1.04|3.52|84.30|
2451630|36986|292|4401|1501553|5944|1518|4401|1501553|5944|1518|2|1|104|27|524.88|36.74|561.62|98.42|378.00|47.23|367.79|109.86|513.16|
2452965|64055|1971|3174|1327898|3822|1393|3174|1327898|3822|1393|1|1|105|41|380.48|30.43|410.91|54.41|309.14|327.21|11.18|42.09|393.98|
2451745|51810|544|1890|647802|2914|2826|1890|647802|2914|2826|1|1|106|57|10771.86|107.71|10879.57|64.16|4598.76|538.59|1534.99|8698.28|4770.63|
2451857|74574|547|1613|599090|520|750|1613|599090|520|750|1|2|106|2|81.78|1.63|83.41|89.31|12.96|46.61|0.35|34.82|103.90|
2452699|75135|1974|5765|901970|5728|1686|5765|901970|5728|1686|2|1|107|59|5709.43|285.47|5994.90|78.92|2602.49|57.09|3504.45|2147.89|2966.88|
2451357|57768|748|181|1262444|6354|17|181|1262444|6354|17|1|2|108|19|857.85|51.47|909.32|6.38|354.92|797.80|4.20|55.85|412.77|
2451900|34630|1391|4647|426674|1901|528|4647|426674|1901|528|1|2|109|43|1506.72|75.33|1582.05|76.34|527.18|964.30|59.66|482.76|678.85|
2451985|39519|212|4602|329148|6094|2393|4602|329148|6094|2393|1|2|109|2|332.68|19.96|352.64|4.54|117.62|36.59|210.22|85.87|142.12|
2451981|44094|956|5585|1022397|1196|168|5585|1022397|1196|168|2|2|110|8|398.56|11.95|410.51|56.87|75.68|63.76|56.91|277.89|144.50|
2452375|28890|39|83|71791|3499|2207|83|71791|3499|2207|1|2|111|4|174.72|12.23|186.95|12.80|88.96|12.23|30.87|131.62|113.99|
2452389|41006|311|3850|1847316|4829|1295|3850|1847316|4829|1295|2|1|111|28|1792.84|107.57|1900.41|34.60|227.64|1093.63|370.58|328.63|369.81|
2451203|37455|1520|1225|1020916|1054|545|1225|1020916|1054|545|1|1|112|67|4822.66|96.45|4919.11|87.63|518.58|4629.75|98.38|94.53|702.66|
2452452|62802|1355|4765|3012|59|2506|4765|3012|59|2506|1|1|114|3|195.09|15.60|210.69|93.27|144.93|115.10|44.79|35.20|253.80|
2451731|2553|1538|2745|29063|3781|2499|2745|29063|3781|2499|1|2|116|5|1100.85|44.03|1144.88|97.23|671.25|55.04|805.27|240.54|812.51|
2451657|73389|671|2735|1504060|2538|1663|2735|1504060|2538|1663|2|1|116|71|1970.96|177.38|2148.34|3.99|1504.49|39.41|1719.07|212.48|1685.86|
2451501|65646|352|593|1190903|6813|2723|593|1190903|6813|2723|2|2|117|8|149.20|10.44|159.64|31.75|188.16|56.69|28.67|63.84|230.35|
2452689|46127|1951|2481|\N|1712|2704|2481|877073|1712|\N|1|\N|119|\N|32.30|0.96|33.26|63.11|\N|10.33|\N|\N|80.22|
2451281|64869|313|1155|351456|5357|11|1155|351456|5357|11|1|2|122|21|70.56|5.64|76.20|34.23|6.72|26.10|28.89|15.57|46.59|
2451304|32760|1904|1139|676463|2187|1758|1139|676463|2187|1758|1|1|122|53|2937.26|234.98|3172.24|70.37|2264.16|734.31|859.15|1343.80|2569.51|
2452716|26880|63|4310|730718|1526|1334|4310|730718|1526|1334|2|2|123|37|6641.13|265.64|6906.77|91.31|3760.68|5777.78|707.94|155.41|4117.63|
2452513|78127|873|2190|211339|88|2637|2190|211339|88|2637|2|1|123|51|1797.24|71.88|1869.12|57.79|2331.72|323.50|176.84|1296.90|2461.39|
2452628|40092|840|2362|1411621|6127|2786|2362|1411621|6127|2786|1|1|123|71|884.66|35.38|920.04|23.51|1020.27|460.02|254.78|169.86|1079.16|
2451727|44661|1910|4890|1674763|6636|309|4890|1674763|6636|309|2|2|124|73|3682.12|73.64|3755.76|39.06|78.11|1509.66|1194.85|977.61|190.81|
2451824|25490|1375|506|1277298|2490|1682|506|1277298|2490|1682|2|1|124|42|5403.72|432.29|5836.01|89.28|2909.76|2701.86|270.18|2431.68|3431.33|
2452813|52198|637|3082|572217|905|2640|3082|572217|905|2640|2|2|125|34|934.66|0.00|934.66|92.07|272.34|542.10|369.00|23.56|364.41|
2452726|29100|1356|20|1128323|2226|2482|20|1128323|2226|2482|2|1|125|2|498.76|34.91|533.67|98.25|157.50|194.51|282.95|21.30|290.66|
2451726|58130|1412|3712|181928|544|2913|3712|181928|544|2913|1|1|126|30|378.30|22.69|400.99|33.27|0.00|139.97|47.66|190.67|55.96|
2451592|17279|1450|4467|381153|1039|878|4467|381153|1039|878|2|2|126|12|1138.80|56.94|1195.74|43.34|618.96|694.66|253.15|190.99|719.24|
2452636|51270|273|891|1145852|6366|1480|891|1145852|6366|1480|2|1|127|39|2588.82|232.99|2821.81|2.21|0.00|362.43|868.29|1358.10|235.20|
2451812|74469|199|3374|1283053|732|11|3374|1283053|732|11|1|1|128|36|1954.44|78.17|2032.61|65.24|231.12|1035.85|257.20|661.39|374.53|
2451671|61435|457|531|1841383|3882|934|531|1841383|3882|934|1|2|128|14|687.68|61.89|749.57|42.00|547.26|453.86|35.07|198.75|651.15|
2451809|58455|763|350|238523|1896|622|350|238523|1896|622|2|2|128|5|157.50|4.72|162.22|43.52|41.25|137.02|1.02|19.46|89.49|
2451270|43952|1732|3763|1514954|1345|136|3763|1514954|1345|136|2|2|129|5|354.65|21.27|375.92|44.77|73.15|70.93|243.99|39.73|139.19|
2451763|67846|1843|3328|74724|5673|2469|3328|74724|5673|2469|2|1|130|38|3191.62|95.74|3287.36|39.89|1914.82|861.73|232.98|2096.91|2050.45|
2451315|33516|1312|5564|1570320|5923|2079|5564|1570320|5923|2079|1|1|133|1|14.14|0.56|14.70|64.61|3.53|13.71|0.31|0.12|68.70|
2451359|46100|316|4495|123214|5580|546|4495|123214|5580|546|1|2|133|5|334.25|10.02|344.27|4.24|250.70|307.51|5.88|20.86|264.96|
2452773|45115|883|3715|1211771|3027|530|3715|1211771|3027|530|1|2|134|7|763.91|68.75|832.66|78.99|109.13|122.22|532.60|109.09|256.87|
2452668|47742|561|4630|1364810|1437|264|4630|1364810|1437|264|1|2|134|18|457.56|32.02|489.58|10.53|152.46|430.10|10.70|16.76|195.01|
2452577|23222|678|680|1788617|2554|2891|680|1788617|2554|2891|2|1|134|15|648.60|38.91|687.51|89.01|157.95|512.39|25.87|110.34|285.87|
2452712|31502|1585|1664|1128366|5915|64|1664|1128366|5915|64|2|2|134|27|184.14|12.88|197.02|13.50|115.02|160.20|1.43|22.51|141.40|
2452783|\N|1911|\N|1721964|\N|\N|2767|\N|3961|2158|1|2|134|\N|211.32|2.11|\N|14.06|\N|\N|\N|\N|\N|
2451800|44907|736|4444|1203328|5765|2649|4444|1203328|5765|2649|2|2|135|76|7185.04|143.70|7328.74|50.91|1771.56|3233.26|2568.65|1383.13|1966.17|
2452297|67338|1403|1879|1531939|6446|1106|1879|1531939|6446|1106|2|1|136|8|131.28|6.56|137.84|2.43|28.24|84.01|18.90|28.37|37.23|
2452235|61818|53|4282|1272679|5246|2975|4282|1272679|5246|2975|1|1|136|66|5686.56|227.46|5914.02|40.68|3629.34|2786.41|899.04|2001.11|3897.48|
2452454|44021|1893|4423|1412735|5894|2253|4423|1412735|5894|2253|1|1|136|43|3775.83|0.00|3775.83|60.80|2559.79|0.00|2794.11|981.72|2620.59|
2452280|49266|29|5529|655802|1322|2995|5529|655802|1322|2995|1|1|136|31|2306.71|0.00|2306.71|89.66|1082.52|576.67|121.10|1608.94|1172.18|
2451669|19847|1460|5755|1169374|993|1612|5755|1169374|993|1612|1|2|137|93|700.29|63.02|763.31|5.78|47.43|469.19|9.24|221.86|116.23|
2451595|55884|1300|166|1875090|4814|2338|166|1875090|4814|2338|1|2|138|31|442.68|39.84|482.52|2.41|2080.72|150.51|75.96|216.21|2122.97|
2451515|74804|1441|3773|1404553|6180|2760|3773|1404553|6180|2760|2|1|138|42|4413.36|308.93|4722.29|60.27|238.56|3265.88|963.88|183.60|607.76|
2451291|16899|1213|3941|660216|3244|1519|3941|660216|3244|1519|1|2|139|21|151.62|13.64|165.26|77.43|96.18|116.74|23.36|11.52|187.25|
2451444|30184|1579|4917|915281|1292|2056|4917|915281|1292|2056|1|2|139|28|698.04|62.82|760.86|22.50|40.04|677.09|18.43|2.52|125.36|
2451260|45986|403|1558|1271056|5354|1852|1558|1271056|5354|1852|2|2|139|34|1701.02|51.03|1752.05|35.11|531.42|1598.95|63.28|38.79|617.56|
2451355|64606|128|2863|1306557|6818|230|2863|1306557|6818|230|2|2|140|13|203.06|2.03|205.09|56.04|64.09|6.09|120.15|76.82|122.16|
\N|\N|166|\N|\N|3687|\N|4076|643705|\N|2116|1|2|141|\N|4.56|\N|4.87|\N|0.86|0.04|3.97|\N|23.28|
2451641|78997|470|1016|445850|3484|765|1016|445850|3484|765|2|1|141|14|1214.36|72.86|1287.22|38.50|830.90|570.74|495.58|148.04|942.26|
2451646|58522|826|397|854748|5099|2403|397|854748|5099|2403|2|2|142|46|134.78|12.13|146.91|64.12|1.38|134.78|0.00|0.00|77.63|
2451564|37191|1459|302|1733659|3863|2220|302|1733659|3863|2220|2|2|142|52|5554.12|55.54|5609.66|83.14|1437.28|5387.49|151.63|15.00|1575.96|
2451105|30380|505|3930|351263|3443|1823|3930|351263|3443|1823|1|2|143|49|2148.16|42.96|2191.12|40.86|736.47|2062.23|56.71|29.22|820.29|
\N|18453|115|2877|990329|6981|2080|\N|\N|\N|2080|\N|\N|144|\N|54.00|\N|\N|26.09|\N|24.30|\N|25.55|\N|
2451877|74022|1057|415|412674|980|239|415|412674|980|239|2|2|146|17|477.19|19.08|496.27|94.94|169.15|357.89|97.82|21.48|283.17|
2451931|11441|289|405|42997|6836|1475|405|42997|6836|1475|2|1|146|9|594.09|41.58|635.67|99.75|223.65|582.20|4.63|7.26|364.98|
2451952|72639|1457|5687|331184|2281|2978|5687|331184|2281|2978|2|2|147|2|56.32|1.68|58.00|95.08|57.54|32.10|10.89|13.33|154.30|
2452497|31120|129|1143|744653|3810|1967|1143|744653|3810|1967|1|2|148|10|376.00|0.00|376.00|5.99|67.10|30.08|214.47|131.45|73.09|
2452338|75688|1167|3902|232164|6473|1582|3902|232164|6473|1582|1|1|149|22|1400.08|28.00|1428.08|23.49|744.26|112.00|154.56|1133.52|795.75|
2452321|32331|1453|164|1419112|6907|1702|164|1419112|6907|1702|2|1|149|13|299.26|14.96|314.22|83.36|299.26|134.66|134.97|29.63|397.58|
2452585|76529|324|4648|1053258|6268|1678|4648|1053258|6268|1678|2|2|151|9|52.02|0.00|52.02|99.26|57.24|16.12|34.46|1.44|156.50|
2452558|59507|342|2508|458056|6004|1752|2508|458056|6004|1752|2|1|151|2|10.64|0.42|11.06|42.53|8.62|3.08|5.21|2.35|51.57|
2452431|66172|967|1732|1904822|1159|449|1732|1904822|1159|449|1|2|152|26|696.02|13.92|709.94|22.50|221.26|320.16|75.17|300.69|257.68|
2451707|61736|745|3941|1761461|2581|2748|3941|1761461|2581|2748|2|2|153|19|287.09|0.00|287.09|39.45|574.18|25.83|41.80|219.46|613.63|
