2450956|64639|110|957|189998|3839|1327|5061|1639056|2195|2287|2|56|17|1|2|16|40|407.60|32.60|440.20|2.01|296.40|362.76|19.72|25.12|331.01|
2450944|15515|1762|957|189998|3839|1327|5292|1218513|1645|377|2|75|13|1|1|16|44|2157.76|43.15|2200.91|46.29|1280.84|1834.09|51.78|271.89|1370.28|
2450991|44014|1582|4003|599432|3708|1937|4895|1075366|3615|1511|1|9|12|1|1|18|10|339.60|30.56|370.16|25.06|157.70|196.96|45.64|97.00|213.32|
2451002|16008|1045|4003|599432|3708|1937|5809|452924|4311|451|1|33|5|1|2|18|44|2618.44|235.65|2854.09|83.74|5117.64|968.82|65.98|1583.64|5437.03|
2450989|38620|916|3389|27132|4828|1171|3287|326203|512|2421|2|100|8|1|2|19|44|6201.80|186.05|6387.85|29.08|1162.48|5891.71|173.65|136.44|1377.61|
2451073|22065|722|5751|1766792|2633|1674|2993|517281|2882|2283|2|100|6|1|2|21|50|1654.00|82.70|1736.70|83.07|1034.00|1223.96|391.33|38.71|1199.77|
2450986|71718|1936|5242|541252|6015|2978|3550|640677|6379|2728|1|30|14|1|2|22|3|12.87|0.90|13.77|84.18|124.62|0.90|9.45|2.52|209.70|
2451003|73516|1738|5242|541252|6015|2978|2346|125760|4274|988|1|45|3|1|1|22|30|2822.70|28.22|2850.92|25.25|1266.60|1072.62|122.50|1627.58|1320.07|
2450869|71183|1430|5242|541252|6015|2978|2328|1893150|6361|1172|1|21|18|1|2|22|2|64.64|5.17|69.81|66.56|77.08|1.93|52.04|10.67|148.81|
2450918|10436|992|703|600082|6661|2087|4371|178127|666|1805|1|73|9|1|1|23|8|85.92|1.71|87.63|0.94|50.00|65.29|13.61|7.02|52.65|
2451063|64648|200|1764|1379528|6492|1056|1473|487719|1868|2817|1|61|11|1|2|26|17|1603.95|128.31|1732.26|92.88|1262.08|914.25|517.27|172.43|1483.27|
2450908|35973|1171|42|643025|4008|1791|3519|445572|6601|383|1|52|3|1|2|28|43|793.35|63.46|856.81|97.48|582.65|476.01|193.57|123.77|743.59|
2451074|54503|1549|4262|511666|7070|1274|5422|1020642|2223|2357|2|82|13|1|1|31|28|1098.16|98.83|1196.99|51.07|299.32|680.85|208.65|208.66|449.22|
2450993|7690|343|4388|174162|3089|1663|393|1678181|4527|2073|1|22|5|1|1|32|13|419.25|37.73|456.98|27.33|259.87|234.78|184.47|0.00|324.93|
2450906|74103|805|5486|1309701|1516|378|5488|1596473|703|1286|1|35|9|1|1|33|1|7.80|0.31|8.11|57.79|7.22|3.51|2.35|1.94|65.32|
2450983|83387|832|919|717893|914|2888|2899|733587|4279|1571|2|54|7|1|1|35|32|5100.48|306.02|5406.50|83.98|377.60|5100.48|0.00|0.00|767.60|
2450938|36423|946|3988|467550|5112|2321|3221|1235634|3167|2500|2|86|19|1|1|36|2|88.24|0.88|89.12|6.73|33.22|1.76|78.69|7.79|40.83|
2450977|47666|1072|3988|467550|5112|2321|5075|1897118|4028|538|2|52|1|1|1|36|69|1440.72|100.85|1541.57|2.22|0.00|720.36|36.01|684.35|103.07|
2450963|75037|640|817|785079|1788|1250|849|3803|6272|388|2|7|9|1|2|37|14|377.58|30.20|407.78|95.44|684.32|332.27|19.93|25.38|809.96|
2450887|20595|560|2061|1286495|4976|1457|2250|349487|5628|2816|2|103|13|1|2|38|68|9568.28|669.77|10238.05|71.11|2192.32|2105.02|3433.09|4030.17|2933.20|
2451012|37487|1036|898|1785329|2560|991|4876|1456966|2056|99|2|26|15|1|2|39|39|4710.03|0.00|4710.03|53.59|2302.56|3815.12|635.38|259.53|2356.15|
2450965|37170|1522|4283|157402|4874|1146|5523|1865664|3345|1426|1|74|9|1|1|40|40|1108.40|55.42|1163.82|77.46|408.80|1030.81|76.03|1.56|541.68|
2450975|65871|1309|3159|1915909|7059|962|3338|488417|5969|1168|2|72|11|1|1|42|10|815.70|65.25|880.95|24.41|674.50|40.78|23.24|751.68|764.16|
2451040|77649|1220|1183|1623252|3721|1390|2385|187670|4723|1129|1|58|8|1|2|44|16|405.60|16.22|421.82|22.13|89.44|324.48|55.16|25.96|127.79|
2450946|31349|1612|1183|1623252|3721|1390|4971|1481620|29|2038|1|108|11|1|1|44|20|1854.60|37.09|1891.69|51.41|927.20|1075.66|646.52|132.42|1015.70|
2451061|54565|1400|2305|527683|6708|2486|2217|252890|3009|1728|2|98|18|1|2|45|1|9.89|0.09|9.98|5.19|16.60|5.43|2.14|2.32|21.88|
2450858|74844|361|2305|527683|6708|2486|5422|1717248|6779|2510|2|27|10|1|1|45|38|1472.50|103.07|1575.57|84.52|17.10|265.05|386.38|821.07|204.69|
2450949|54638|1717|4871|830328|6585|842|1007|853051|4346|2994|2|78|12|1|1|46|50|1329.50|79.77|1409.27|30.45|52.00|1076.89|166.72|85.89|162.22|
2450967|36814|1820|4871|830328|6585|842|3246|1490672|3850|2581|2|36|8|1|1|46|70|6902.00|207.06|7109.06|42.78|1401.40|5107.48|1740.68|53.84|1651.24|
2451006|18610|1837|3722|553976|3877|2331|2648|1555212|401|1143|2|74|10|1|1|47|49|3888.64|0.00|3888.64|43.74|3295.74|2605.38|667.29|615.97|3339.48|
2450968|52092|166|4375|1166269|3010|2504|2422|1491876|7131|339|1|43|10|1|1|48|10|892.10|26.76|918.86|75.24|1040.80|811.81|72.26|8.03|1142.80|
2450993|56863|1405|3786|196899|2059|2219|2658|678147|7063|2932|1|53|13|1|2|52|14|288.82|5.77|294.59|84.41|151.76|66.42|204.60|17.80|241.94|
2451038|23109|829|3786|196899|2059|2219|4627|1013398|1201|2404|1|84|7|1|1|52|33|292.05|5.84|297.89|69.38|15.18|122.66|64.36|105.03|90.40|
2450927|46513|1322|1643|1592501|4159|2664|5188|1308684|1449|2567|2|11|2|1|2|55|1|21.25|0.85|22.10|94.74|2.39|17.21|0.20|3.84|97.98|
2450983|71731|1214|5127|1346606|6038|1270|4897|1493518|3358|1445|2|92|12|1|1|56|4|6.04|0.06|6.10|23.32|260.68|2.53|0.42|3.09|284.06|
2450944|44105|410|4732|677128|5571|2567|3757|1779943|862|28|1|34|5|1|2|57|34|3039.60|60.79|3100.39|61.21|719.78|1215.84|291.80|1531.96|841.78|
2450943|15203|818|4732|677128|5571|2567|948|89333|5045|1957|1|85|6|1|2|57|21|82.95|4.14|87.09|57.08|62.16|47.28|15.33|20.34|123.38|
2451039|45152|1687|1940|1030863|6139|2062|177|42517|4863|2762|1|92|20|1|2|58|37|509.86|0.00|509.86|78.85|963.11|163.15|41.60|305.11|1041.96|
2450909|69632|1342|363|683276|4942|1055|719|1594118|4137|2203|1|30|20|1|1|62|14|346.64|10.39|357.03|95.78|186.20|336.24|6.13|4.27|292.37|
2451044|37030|520|363|683276|4942|1055|4393|1322943|2774|2452|1|47|19|1|2|62|11|126.94|0.00|126.94|71.55|112.75|49.50|56.53|20.91|184.30|
2450919|69296|631|363|683276|4942|1055|4799|1828157|6005|1453|1|44|3|1|1|62|33|218.79|17.50|236.29|23.13|464.64|94.07|115.98|8.74|505.27|
2450863|46270|1735|4758|1148029|2853|1124|2919|1126300|3007|1314|1|5|2|1|2|63|54|2701.08|162.06|2863.14|3.08|2132.46|594.23|1896.16|210.69|2297.60|
2450986|37706|1928|4758|1148029|2853|1124|4122|1718117|3509|2748|1|105|5|1|1|63|8|171.20|6.84|178.04|83.12|29.52|20.54|58.75|91.91|119.48|
2450987|42160|680|5621|1225267|960|2053|750|1014769|971|2373|2|93|19|1|1|64|11|434.17|26.05|460.22|55.21|248.05|347.33|86.84|0.00|329.31|
2450925|54924|1316|2336|785982|3228|1874|3856|1134477|4252|2980|2|78|18|1|1|66|3|181.65|9.08|190.73|98.27|0.00|56.31|82.72|42.62|107.35|
2450936|19990|1736|2336|785982|3228|1874|1131|1110002|2615|75|2|64|8|1|1|66|23|458.85|36.70|495.55|35.46|305.90|293.66|165.19|0.00|378.06|
2450920|68157|727|3214|1227752|1090|2181|436|1862046|4849|1205|2|102|13|1|2|67|42|7.14|0.57|7.71|30.38|3.78|2.07|1.41|3.66|34.73|
2450949|17521|596|3214|1227752|1090|2181|1304|1378959|4311|2910|2|63|13|1|1|67|39|721.11|64.89|786.00|45.74|484.38|7.21|35.69|678.21|595.01|
2451014|60949|1262|3214|1227752|1090|2181|3612|1195468|3695|2522|2|17|10|1|2|67|28|182.00|12.74|194.74|11.87|49.28|127.40|3.27|51.33|73.89|
2450909|27281|394|4907|163011|3515|2819|807|15782|1929|2629|1|79|3|1|2|68|14|732.90|0.00|732.90|24.07|586.32|622.96|107.74|2.20|610.39|
2451035|72342|1262|376|1694169|6315|708|985|398527|5033|2092|2|42|10|1|2|71|18|547.02|38.29|585.31|58.57|40.14|54.70|443.08|49.24|137.00|
2450991|20519|1159|24|589162|653|1144|2744|1117994|786|1531|1|1|13|1|1|73|64|2634.24|210.73|2844.97|91.85|1114.24|2370.81|134.34|129.09|1416.82|
2450942|86370|1520|1448|1738817|4139|2661|3880|698232|4263|494|1|48|14|1|1|74|5|125.20|10.01|135.21|23.50|262.90|1.25|97.92|26.03|296.41|
2450940|4395|1016|3543|1096330|7070|1457|3572|900814|578|1542|1|76|7|1|1|75|3|101.04|4.04|105.08|46.13|74.91|83.86|6.35|10.83|125.08|
2450987|60432|1813|3543|1096330|7070|1457|637|1169478|2888|2651|1|48|14|1|1|75|2|117.34|9.38|126.72|89.84|50.88|28.16|8.91|80.27|150.10|
2450915|43293|274|5674|1087861|448|2635|3074|1540251|1673|1448|2|80|20|1|1|77|3|20.61|0.82|21.43|44.76|18.42|18.34|1.43|0.84|64.00|
2450970|82263|1345|5674|\N|\N|2635|\N|\N|6513|\N|2|89|\N|\N|2|77|10|839.90|50.39|\N|\N|425.70|\N|\N|196.55|\N|
2450926|62016|187|5674|1087861|448|2635|5247|1603603|380|757|2|39|15|1|1|77|36|197.28|9.86|207.14|39.53|146.52|71.02|47.97|78.29|195.91|
2450958|34973|278|1641|1516877|960|2596|3008|1059029|5992|108|1|44|3|1|2|80|40|3567.60|0.00|3567.60|96.68|2583.60|3103.81|398.85|64.94|2680.28|
2450899|73899|1528|1641|1516877|960|2596|63|1206262|2807|752|1|63|7|1|1|80|52|2883.40|0.00|2883.40|55.61|1086.80|634.34|787.17|1461.89|1142.41|
2450957|54159|218|942|1441792|4242|139|5208|109514|3643|619|1|32|13|1|2|83|2|129.04|5.16|134.20|98.47|52.36|43.87|44.28|40.89|155.99|
2451018|34791|1402|942|1441792|4242|139|2137|1385649|6797|2192|1|97|3|1|2|83|12|406.92|28.48|435.40|81.31|197.64|236.01|111.09|59.82|307.43|
2451002|51666|1346|2224|47350|5629|1508|1515|274687|2921|755|1|55|4|1|1|86|17|1077.29|43.09|1120.38|11.03|1179.97|441.68|603.82|31.79|1234.09|
2450889|82535|1094|2224|47350|5629|1508|5133|1494396|7123|403|1|25|17|1|2|86|70|5176.50|207.06|5383.56|45.50|1293.60|5072.97|92.14|11.39|1546.16|
2451005|76680|862|2224|47350|5629|1508|1617|398869|6573|1277|1|16|2|1|1|86|4|623.60|24.94|648.54|12.61|95.24|56.12|380.21|187.27|132.79|
2451050|73402|871|5977|1492959|5894|1829|3464|1002026|1035|1997|2|67|17|1|1|89|15|763.80|0.00|763.80|4.63|361.80|114.57|253.19|396.04|366.43|
2450979|48909|181|5024|552511|1551|838|5912|1698770|416|2462|2|84|7|1|1|92|72|5989.68|539.07|6528.75|69.34|5682.24|1497.42|4402.41|89.85|6290.65|
2450851|76961|1850|5024|552511|1551|838|5397|1886218|6642|2219|2|81|17|1|1|92|3|159.63|7.98|167.61|75.26|32.46|0.00|1.59|158.04|115.70|
2451054|38828|128|3204|1098811|5665|2872|3204|1098811|1191|2872|1|77|10|1|2|93|11|648.56|38.91|687.47|70.54|108.02|142.68|318.70|187.18|217.47|
2451058|40911|494|2093|1871653|1166|1126|3834|469308|147|633|1|13|11|1|2|95|54|3159.00|31.59|3190.59|1.50|519.48|1200.42|1468.93|489.65|552.57|
2451007|31416|220|1951|1504890|3382|2721|1951|1504890|429|2721|1|107|11|1|2|97|33|0.00|0.00|0.00|83.44|2611.62|0.00|0.00|0.00|2695.06|
2451026|61592|806|4659|400535|811|1887|2768|714707|1762|1417|2|197|15|1|2|99|15|91.65|2.74|94.39|68.20|40.80|52.24|24.82|14.59|111.74|
2450909|69684|1448|4659|400535|811|1887|5553|1079964|6880|2596|2|91|4|1|2|99|26|48.10|1.44|49.54|6.32|214.24|23.56|1.47|23.07|222.00|
2451012|48520|559|1651|896753|655|1357|3147|609116|985|2701|1|10|15|1|1|100|13|352.69|14.10|366.79|52.43|4.29|193.97|80.94|77.78|70.82|
2450963|36885|1784|1623|351944|218|1139|172|1026902|1465|2075|2|36|11|1|2|101|21|119.49|0.00|119.49|72.97|2033.01|46.60|69.24|3.65|2105.98|
2451018|3015|476|1623|351944|218|1139|4469|1395145|4004|2216|2|162|12|1|1|101|10|290.10|17.40|307.50|90.31|77.30|168.25|52.39|69.46|185.01|
2450973|66374|820|5410|698752|4094|2836|2924|615789|900|2164|1|33|10|1|1|102|33|1898.82|151.90|2050.72|94.21|976.47|1253.22|464.83|180.77|1222.58|
2450923|4412|440|5410|698752|4094|2836|5410|698752|881|2836|1|26|14|1|2|102|1|10.39|0.41|10.80|49.12|14.84|10.39|0.00|0.00|64.37|
2450868|29430|1369|111|1835190|5916|1195|5957|1480884|1910|936|1|214|14|1|1|103|9|61.11|3.66|64.77|74.43|48.87|8.55|33.63|18.93|126.96|
2450921|62646|316|2648|421422|6643|2217|5102|175256|5750|1044|1|84|6|1|2|104|26|70.46|4.22|74.68|4.70|264.94|56.36|2.96|11.14|273.86|
2450908|36699|502|2648|421422|6643|2217|261|1383491|1012|133|1|20|9|1|2|104|5|5.30|0.05|5.35|39.83|39.80|4.45|0.84|0.01|79.68|
2450930|23430|1810|5007|621140|4826|959|4210|248712|4060|808|2|24|12|1|2|105|12|1153.32|92.26|1245.58|89.75|29.52|542.06|48.90|562.36|211.53|
2450886|77970|1258|1481|663720|3159|2551|1438|519045|5508|171|2|21|20|1|2|107|21|1340.22|26.80|1367.02|64.34|1235.01|1018.56|192.99|128.67|1326.15|
2450979|59967|766|4770|285795|5220|645|5902|92062|5189|2916|2|18|17|1|2|108|42|776.16|69.85|846.01|58.69|161.70|69.85|289.58|416.73|290.24|
2450989|73597|1160|4615|947475|288|2148|4782|17546|4351|1709|2|111|10|1|1|109|35|6849.15|273.96|7123.11|21.77|3311.70|4040.99|673.95|2134.21|3607.43|
2450922|72030|802|4450|1173022|2394|1366|518|458253|950|847|2|51|18|1|1|110|50|403.00|32.24|435.24|81.15|76.00|120.90|104.37|177.73|189.39|
2450979|71329|289|4450|1173022|2394|1366|4518|1494517|158|1199|2|166|2|1|2|110|11|840.40|58.82|899.22|69.08|336.16|344.56|476.00|19.84|464.06|
2451028|27412|1718|3121|1030555|7142|2376|3121|1030555|4570|2376|1|121|16|1|1|111|30|539.10|37.73|576.83|98.54|183.00|285.72|15.20|238.18|319.27|
2450986|30227|460|4439|1182114|2636|2511|4439|1182114|6027|2511|2|3|19|1|1|112|3|74.28|2.22|76.50|60.26|53.28|33.42|9.39|31.47|115.76|
2450993|57471|686|3288|1495357|3426|1942|3885|1340537|2164|591|2|21|5|1|2|113|14|322.84|3.22|326.06|80.22|52.92|25.82|38.61|258.41|136.36|
2451026|16966|1442|4964|1699458|1599|1293|3738|861001|3466|931|1|155|19|1|1|114|17|396.78|23.80|420.58|6.18|44.03|111.09|28.56|257.13|74.01|
2450923|24260|1975|4964|1699458|1599|1293|4788|1171364|2815|2666|1|110|19|1|1|114|11|797.61|23.92|821.53|3.78|167.42|374.87|257.87|164.87|195.12|
2450991|53747|1471|2771|1405329|2687|2292|2126|680999|1221|1090|1|192|3|1|2|116|22|2207.70|0.00|2207.70|55.09|1590.82|1346.69|206.64|654.37|1645.91|
2450933|38527|1015|1116|829297|5878|2859|4065|63942|3359|823|1|16|8|1|2|118|16|38.24|1.14|39.38|21.50|79.68|30.97|4.87|2.40|102.32|
2450970|58120|307|1116|829297|5878|2859|1876|765345|3294|643|1|62|10|1|1|118|11|1182.06|47.28|1229.34|47.46|160.05|780.15|269.27|132.64|254.79|
2450967|61667|610|418|1185578|4338|2098|439|508528|3664|2953|2|77|20|1|2|119|30|660.60|0.00|660.60|14.90|124.50|6.60|340.08|313.92|139.40|
2450962|34737|1820|418|1185578|4338|2098|3385|1264795|509|2823|2|38|5|1|1|119|7|78.33|3.91|82.24|34.18|104.44|17.23|4.27|56.83|142.53|
2450996|24968|454|2925|1164796|5067|1938|5685|704329|213|744|2|189|3|1|2|120|10|356.10|10.68|366.78|1.81|366.60|39.17|301.08|15.85|379.09|
2450939|84800|730|2640|760948|6056|2364|2486|579178|4690|402|2|25|18|1|2|121|1|85.66|1.71|87.37|30.15|35.69|45.39|18.12|22.15|67.55|
2450948|66979|602|2640|760948|6056|2364|2640|760948|6947|2364|2|172|1|1|1|121|13|331.76|19.90|351.66|98.51|117.00|155.92|26.37|149.47|235.41|
2451049|44715|422|5876|1264678|5880|2882|2067|1311165|2364|963|1|30|14|1|1|123|36|167.04|15.03|182.07|86.77|34.20|98.55|19.17|49.32|136.00|
2451030|28648|1240|5876|1264678|5880|2882|3190|1495722|5328|1534|1|51|12|1|2|123|37|7.77|0.23|8.00|7.10|51.06|0.54|3.75|3.48|58.39|
2451050|48386|217|3744|1377262|2780|498|1219|1645979|1982|1338|1|16|6|1|2|124|49|2446.57|24.46|2471.03|9.50|176.40|2348.70|34.25|63.62|210.36|
2450951|64496|1609|3744|1377262|2780|498|3744|1377262|246|498|1|3|14|1|2|124|1|1.69|0.00|1.69|89.97|5.09|0.62|0.42|0.65|95.06|
2451029|62613|1936|4170|1197355|5293|1831|4170|1197355|3127|1831|2|163|3|1|1|125|8|992.56|89.33|1081.89|11.20|620.32|754.34|161.98|76.24|720.85|
2450929|18755|1616|231|1339159|6887|2415|5319|976527|758|1436|1|94|16|1|1|126|53|6723.58|403.41|7126.99|46.01|4745.62|5177.15|1500.03|46.40|5195.04|
2450992|60580|304|231|1339159|6887|2415|4582|535862|502|695|1|86|8|1|1|126|29|5047.45|100.94|5148.39|91.85|1381.27|3684.63|1076.62|286.20|1574.06|
2451087|75092|1102|231|1339159|6887|2415|5234|1603543|4520|1144|1|2|15|1|2|126|7|56.70|3.40|60.10|22.48|83.51|3.96|35.33|17.41|109.39|
2451065|35663|565|2038|992741|4597|1853|4674|1439824|2017|810|1|162|15|1|1|128|15|1978.20|158.25|2136.45|88.88|694.95|118.69|595.04|1264.47|942.08|
2450904|59498|1792|2038|992741|4597|1853|2519|569236|599|1362|1|114|18|1|2|128|72|0.00|0.00|0.00|86.15|4844.16|0.00|0.00|0.00|4930.31|
2450904|67407|1942|2038|992741|4597|1853|1140|558739|6736|2733|1|114|11|1|1|128|72|1302.48|52.09|1354.57|26.30|180.72|1094.08|122.95|85.45|259.11|
2450991|5307|1477|2038|992741|4597|1853|2998|1771302|4482|1262|1|16|15|1|1|128|56|8238.16|576.67|8814.83|81.96|3142.16|3130.50|1787.68|3319.98|3800.79|
2450985|46431|199|3708|366991|227|2510|3758|865964|232|2500|2|105|4|1|2|130|11|370.48|18.52|389.00|39.92|211.75|62.98|209.10|98.40|270.19|
2450962|75326|97|3708|366991|227|2510|974|543054|4129|2004|2|78|2|1|2|130|20|1177.60|82.43|1260.03|16.62|836.20|459.26|172.40|545.94|935.25|
2450913|11494|1178|4036|422690|1391|492|3963|499623|1072|1521|2|104|1|1|1|132|39|3530.67|0.00|3530.67|92.22|516.36|35.30|2796.29|699.08|608.58|
2450892|69105|1585|4796|1675763|683|3|1608|1723136|3416|696|2|150|16|1|1|134|41|118.49|7.10|125.59|65.64|672.40|17.77|69.49|31.23|745.14|
2450944|10749|640|5695|192413|1978|896|5597|1107166|6372|1778|2|138|9|1|1|135|27|0.00|0.00|0.00|33.96|2788.83|0.00|0.00|0.00|2822.79|
2450934|80932|517|896|970825|4401|2730|596|1464350|4145|2493|2|51|11|1|2|136|11|838.75|16.77|855.52|91.08|31.02|402.60|252.96|183.19|138.87|
2450952|73156|1082|4000|1248263|5726|1189|4000|1248263|3201|1189|2|131|20|1|1|137|43|515.57|46.40|561.97|15.73|753.36|433.07|51.15|31.35|815.49|
2451053|41160|1826|5571|1153135|746|2710|3230|854596|4921|1046|1|43|7|1|1|139|6|83.10|3.32|86.42|54.43|144.66|39.88|11.23|31.99|202.41|
2450977|35772|733|5571|1153135|746|2710|5624|110060|1963|1019|1|50|14|1|2|139|55|1103.30|99.29|1202.59|29.34|4514.95|518.55|52.62|532.13|4643.58|
2450973|51612|680|5100|1141712|4771|2983|5188|1639824|2705|2186|2|4|2|1|2|140|13|159.38|0.00|159.38|15.59|107.51|100.40|43.64|15.34|123.10|
2451004|84159|650|1767|1128606|2645|84|3015|976299|4766|233|2|138|8|1|1|141|2|9.44|0.37|9.81|91.24|1.76|5.75|0.95|2.74|93.37|
2451093|39612|235|193|1454158|3676|2594|1670|1214826|4787|1148|1|89|11|1|1|143|47|1610.69|48.32|1659.01|89.10|3097.77|1111.37|329.55|169.77|3235.19|
2451014|71165|1564|193|1454158|3676|2594|193|1454158|4913|2594|1|90|8|1|1|143|15|549.45|21.97|571.42|37.95|631.80|153.84|328.35|67.26|691.72|
2450948|26989|1504|193|1454158|3676|2594|299|78230|5110|743|1|42|16|1|1|143|2|50.94|3.05|53.99|73.40|22.64|28.01|2.75|20.18|99.09|
2450995|35107|1042|2523|179338|5753|768|5532|1462125|2375|1025|1|116|15|1|2|144|46|86.94|6.08|93.02|68.05|43.24|24.34|48.82|13.78|117.37|
2451048|75850|7|2523|179338|5753|768|3015|1490804|2120|836|1|91|10|1|1|144|1|59.14|2.95|62.09|10.94|13.96|19.51|23.77|15.86|27.85|
2450963|40682|200|4849|1789452|6055|2705|5126|1909658|1019|333|2|151|15|1|2|145|64|3504.00|210.24|3714.24|31.00|3020.80|2137.44|95.65|1270.91|3262.04|
2451023|48565|322|4849|1789452|6055|2705|1720|33080|3597|1314|2|202|19|1|1|145|7|383.67|3.83|387.50|3.37|133.84|72.89|93.23|217.55|141.04|
2451087|30719|260|1362|1730166|4970|774|1646|1684228|6579|1483|2|54|9|1|2|146|2|222.30|4.44|226.74|93.42|23.70|88.92|32.01|101.37|121.56|
2451054|29416|1480|1927|1791050|4173|2896|3086|1802309|2738|2167|1|30|7|1|2|147|50|663.50|19.90|683.40|69.57|632.50|119.43|500.54|43.53|721.97|
2451034|67405|760|227|1014475|7170|18|3804|1500885|7142|999|1|57|3|1|1|150|4|152.24|9.13|161.37|94.19|86.04|103.52|34.10|14.62|189.36|
2451094|36831|440|227|1014475|7170|18|102|1487588|7097|959|1|66|5|1|2|150|4|204.08|10.20|214.28|87.35|40.32|55.10|89.38|59.60|137.87|
2450883|78294|1588|227|1014475|7170|18|3425|759563|33|1856|1|66|19|1|2|150|20|702.60|7.02|709.62|36.30|154.40|330.22|264.38|108.00|197.72|
2450990|31204|529|3742|1759443|5897|798|3742|1759443|2058|798|1|85|14|1|2|151|34|143.82|7.19|151.01|91.33|342.04|25.88|28.30|89.64|440.56|
2451010|60642|884|3742|1759443|5897|798|5037|1274589|712|2082|1|66|18|1|2|151|23|236.21|9.44|245.65|30.29|28.75|9.44|167.80|58.97|68.48|
2451014|5468|1615|138|1335450|7162|1674|3719|1437425|2444|2416|1|10|19|1|2|155|32|3060.16|122.40|3182.56|66.14|474.88|1254.66|956.91|848.59|663.42|
2450969|57107|1141|3770|1561127|4437|2194|385|1558197|5788|132|2|57|11|1|2|156|14|135.94|10.87|146.81|22.68|89.46|55.73|36.09|44.12|123.01|
2450956|75135|1429|2511|1114265|1972|2479|4120|276934|6276|2218|1|93|17|1|1|160|33|800.91|64.07|864.98|39.91|600.60|512.58|72.08|216.25|704.58|
2451024|78047|850|2511|1114265|1972|2479|427|413519|5371|1576|1|19|5|1|2|160|4|165.72|6.62|172.34|62.29|93.64|33.14|124.62|7.96|162.55|
2450992|15930|914|1043|613370|4450|2377|1043|613370|6839|2377|2|93|9|1|1|163|10|987.10|49.35|1036.45|4.79|438.70|651.48|234.93|100.69|492.84|
2451047|36437|337|1043|613370|4450|2377|4629|1159580|1012|91|2|124|14|1|1|163|25|1248.50|49.94|1298.44|14.52|1305.25|312.12|571.19|365.19|1369.71|
2451136|79749|592|1043|613370|4450|2377|5690|1057798|405|1812|2|122|6|1|2|163|7|391.79|23.50|415.29|5.37|587.65|152.79|31.07|207.93|616.52|
2450950|54532|1472|34|1091101|4968|482|1430|576638|1343|2495|2|4|17|1|2|164|25|125.50|6.27|131.77|27.82|712.00|51.45|60.72|13.33|746.09|
2451031|61443|1582|34|1091101|4968|482|34|1091101|4421|482|2|15|17|1|1|164|27|1358.10|81.48|1439.58|69.16|98.55|923.50|126.03|308.57|249.19|
2450972|61665|604|367|768291|5368|1092|2599|810399|5990|2534|2|120|20|1|1|165|19|357.58|17.87|375.45|82.37|790.40|35.75|12.87|308.96|890.64|
2451048|51020|290|367|768291|5368|1092|96|916632|7086|1140|2|55|2|1|1|165|16|1297.92|64.89|1362.81|89.60|469.92|142.77|404.30|750.85|624.41|
2451062|71998|574|5693|353845|6444|2196|4136|691497|3427|2557|2|28|14|1|2|168|3|7.68|0.53|8.21|39.11|14.73|3.76|3.68|0.24|54.37|
2451068|25831|770|5755|1704613|6318|423|3523|343243|2971|2746|1|107|17|1|1|171|15|213.60|14.95|228.55|5.79|327.45|134.56|30.03|49.01|348.19|
2450962|65192|97|2475|1830665|2408|2798|4362|514330|416|1255|2|58|12|1|1|173|41|5791.25|57.91|5849.16|19.96|658.05|4922.56|356.16|512.53|735.92|
