2451769|38709|311|1517|945253|3357|1061|2|2|51|5|172.10|5.16|177.26|22.72|64.20|170.37|1.59|0.14|92.08|
2451102|32082|266|1831|173053|4865|2230|2|2|52|13|911.04|0.00|911.04|21.65|378.17|619.50|253.63|37.91|399.82|
2451088|55568|514|4810|1866272|3734|196|2|2|52|25|113.50|1.13|114.63|62.63|125.50|30.64|25.68|57.18|189.26|
2451573|36729|1006|1672|508248|5690|2885|1|1|53|1|2.23|0.08|2.31|26.56|1.48|0.20|0.89|1.14|28.12|
2452729|48880|1707|2157|1042828|4295|1162|1|2|54|11|95.48|3.81|99.29|93.36|8.36|34.37|36.05|25.06|105.53|
2452040|43895|350|3297|869419|5541|2463|1|1|55|11|252.67|12.63|265.30|20.45|63.14|194.55|42.42|15.70|96.22|
2452339|46469|357|2967|972821|2228|1082|1|1|60|78|2733.90|54.67|2788.57|60.37|0.00|683.47|1558.32|492.11|115.04|
2452254|40433|1113|4197|1420275|5589|1703|1|1|62|6|446.76|26.80|473.56|67.62|213.66|58.07|15.54|373.15|308.08|
2452701|35838|1818|129|305648|\N|1488|\N|2|63|\N|\N|11.73|\N|\N|\N|172.06|\N|\N|568.77|
2452596|29520|1831|129|1086498|2400|302|1|1|63|16|78.56|0.00|78.56|96.23|49.60|43.99|21.43|13.14|145.83|
2452604|36240|1513|129|479318|1264|610|2|2|63|28|216.16|19.45|235.61|57.17|242.76|108.08|104.83|3.25|319.38|
2452593|55466|723|4017|145292|437|1782|2|1|64|19|583.49|40.84|624.33|54.92|392.35|280.07|203.29|100.13|488.11|
2452556|56489|913|4017|492805|2019|2033|1|1|64|34|2325.60|0.00|2325.60|57.60|1987.30|1046.52|575.58|703.50|2044.90|
2452437|54978|1125|4017|569529|3161|1193|1|2|64|66|6903.60|0.00|6903.60|76.02|2987.82|6213.24|352.08|338.28|3063.84|
2452346|53160|1629|2766|1603765|4015|1465|2|2|66|15|630.75|25.23|655.98|2.26|336.30|491.98|80.48|58.29|363.79|
2452555|43088|1705|624|529565|2324|930|1|2|67|41|594.09|23.76|617.85|40.24|1063.54|160.40|56.37|377.32|1127.54|
2451258|43812|481|564|496988|6773|1205|2|1|68|21|178.50|5.35|183.85|96.73|53.76|82.11|75.18|21.21|155.84|
2451256|50305|196|5942|875823|2104|1738|1|2|71|2|13.48|0.13|13.61|91.25|2.92|6.33|5.14|2.01|94.30|
2451294|44684|205|1239|1910912|233|1001|2|1|71|25|188.00|16.92|204.92|44.05|51.25|150.40|6.39|31.21|112.22|
2451329|29997|1225|1239|195885|3539|146|2|2|71|5|164.65|1.64|166.29|75.66|205.80|74.09|12.67|77.89|283.10|
2451829|50278|521|4602|1271817|6019|468|1|2|72|3|166.41|1.66|168.07|1.14|64.92|59.90|62.84|43.67|67.72|
2451174|57809|1540|3337|767720|4103|886|2|1|74|4|36.32|0.00|36.32|38.54|42.96|12.71|6.13|17.48|81.50|
2452279|52274|569|5531|78088|234|1580|2|2|76|1|76.51|6.88|83.39|66.92|30.28|56.61|19.70|0.20|104.08|
2452242|52421|1627|5531|1630980|4166|352|1|1|76|15|796.05|31.84|827.89|91.64|176.85|278.61|243.19|274.25|300.33|
2451201|32557|1856|3102|622349|4796|2043|2|1|77|10|569.40|45.55|614.95|45.00|621.20|529.54|19.93|19.93|711.75|
2451155|53923|1741|5529|1758891|3500|2309|1|2|78|13|1077.83|64.66|1142.49|77.87|576.81|506.58|457.00|114.25|719.34|
2452290|54248|31|4017|382863|6073|1483|1|2|79|34|797.64|71.78|869.42|57.39|1296.08|71.78|79.84|646.02|1425.25|
2451154|51844|13|1368|1254797|4380|1916|2|2|80|64|6830.08|68.30|6898.38|85.70|148.48|6625.17|127.04|77.87|302.48|
2451281|48144|358|2625|459305|510|915|1|2|81|22|1416.58|42.49|1459.07|16.86|849.86|1388.24|23.52|4.82|909.21|
2451214|55537|1543|2625|944226|463|2147|2|1|81|5|0.00|0.00|0.00|94.53|24.55|0.00|0.00|0.00|119.08|
2451369|\N|1790|1512|\N|3587|\N|1|\N|82|\N|1491.00|\N|\N|\N|545.30|\N|735.06|\N|707.47|
2451471|50769|1780|4896|1082287|645|356|1|2|82|8|847.84|42.39|890.23|40.52|77.04|576.53|208.90|62.41|159.95|
2451533|34774|1996|4896|1427925|1401|1230|2|2|82|43|1399.65|55.98|1455.63|74.63|447.63|839.79|156.76|403.10|578.24|
2452677|50033|1671|2678|842053|5314|2175|1|2|83|21|1151.01|23.02|1174.03|28.22|146.16|115.10|973.75|62.16|197.40|
2452530|44806|1951|3091|1034463|114|1165|1|2|84|5|323.00|19.38|342.38|5.27|171.25|261.63|43.57|17.80|195.90|
2452550|39316|1482|3091|222509|5658|1007|2|1|84|63|1733.76|156.03|1889.79|98.99|1155.42|208.05|671.31|854.40|1410.44|
2452550|56385|984|3091|1844056|137|1818|2|1|84|52|112.84|0.00|112.84|47.55|130.00|44.00|68.84|0.00|177.55|
2452743|53098|363|5560|1435175|1237|452|1|2|86|25|50.00|4.00|54.00|95.65|2.50|29.00|16.38|4.62|102.15|
2452805|37053|1039|2359|705875|2076|2430|2|1|86|12|100.44|3.01|103.45|81.54|343.32|50.22|6.52|43.70|427.87|
2451604|\N|920|\N|1393955|\N|\N|\N|\N|87|17|\N|\N|\N|35.41|\N|213.43|\N|0.17|\N|
2452317|32925|1685|2272|1361123|1963|403|1|1|88|34|146.20|0.00|146.20|22.87|1376.66|86.25|23.38|36.57|1399.53|
2452260|58521|1679|5110|341664|7018|1372|2|1|88|70|1168.30|70.09|1238.39|37.61|1168.30|198.61|96.96|872.73|1276.00|
2451907|56892|788|4994|751267|6036|2052|1|1|89|1|131.14|0.00|131.14|75.40|53.76|111.46|17.51|2.17|129.16|
2452520|42422|1122|4925|1402848|111|374|1|2|91|5|0.00|0.00|0.00|76.66|291.95|0.00|0.00|0.00|368.61|
2451501|42569|1340|4989|298152|3782|1612|1|1|93|30|1132.50|0.00|1132.50|92.76|653.40|192.52|28.19|911.79|746.16|
2451649|54166|2|4989|1305474|3494|2161|2|1|93|19|306.66|0.00|306.66|6.06|229.90|251.46|29.25|25.95|235.96|
2452596|60572|21|5789|1136495|3779|1863|2|2|94|59|2297.46|206.77|2504.23|23.96|2567.68|1975.81|234.80|86.85|2798.41|
2452757|52151|477|5789|1126901|523|1698|1|1|94|67|4172.09|125.16|4297.25|12.36|3040.46|1209.90|2014.28|947.91|3177.98|
2451198|43902|634|3668|640397|7173|1302|2|1|95|8|625.52|43.78|669.30|90.09|200.16|431.60|166.77|27.15|334.03|
2451175|43653|1915|4113|1244878|4526|2021|1|1|95|27|1081.89|54.09|1135.98|64.15|704.70|714.04|353.13|14.72|822.94|
2451153|46437|1978|4113|1183342|4835|1528|1|2|95|4|12.68|0.76|13.44|28.93|10.04|0.12|11.17|1.39|39.73|
2451193|41206|943|4113|969420|6552|2637|1|2|95|25|1100.50|66.03|1166.53|84.08|136.00|429.19|543.76|127.55|286.11|
2452094|29842|523|4705|1353101|6414|174|1|1|97|23|920.23|64.41|984.64|98.19|136.62|266.86|111.07|542.30|299.22|
2452192|51078|889|4705|1476583|3588|1393|2|1|97|19|999.02|79.92|1078.94|46.46|253.84|849.16|52.45|97.41|380.22|
2452179|58535|413|4705|737335|1006|30|2|2|97|58|2734.12|27.34|2761.46|91.12|1279.48|1531.10|24.06|1178.96|1397.94|
2452471|33938|435|320|1744761|2561|2561|1|1|98|24|276.00|2.76|278.76|33.91|96.48|49.68|54.31|172.01|133.15|
2452562|58129|1995|5232|1537922|2749|2376|1|1|99|22|2465.32|49.30|2514.62|73.55|183.48|640.98|529.05|1295.29|306.33|
2452442|36315|282|5875|678651|7120|2342|1|2|100|14|912.66|73.01|985.67|20.45|108.64|182.53|518.39|211.74|202.10|
2452454|35135|462|5875|985105|883|1614|2|2|100|4|6.72|0.47|7.19|99.89|80.88|3.89|0.25|2.58|181.24|
2451380|45137|914|3242|1063484|70|409|1|1|101|28|382.20|26.75|408.95|50.66|329.00|194.92|125.47|61.81|406.41|
2451232|42391|1754|314|261760|4006|1052|2|2|101|27|1375.38|123.78|1499.16|50.57|663.93|357.59|508.89|508.90|838.28|
2451400|38304|1312|3242|256452|6873|2247|2|1|101|8|62.24|1.24|63.48|3.81|77.12|20.53|21.68|20.03|82.17|
2451398|52092|1951|1098|515174|1697|1573|2|2|101|13|2058.68|102.93|2161.61|42.34|750.75|720.53|1298.00|40.15|896.02|
2452582|37192|1833|341|1766974|1960|793|1|2|102|29|2850.70|0.00|2850.70|43.15|617.12|1510.87|897.68|442.15|660.27|
2452138|58093|853|1235|403639|764|2642|2|2|103|3|254.55|0.00|254.55|100.00|45.57|53.45|106.58|94.52|145.57|
2451687|60314|199|3884|1431450|6216|1382|2|2|104|1|20.32|0.00|20.32|72.90|8.62|7.51|3.33|9.48|81.52|
2452346|36025|67|634|390885|6456|180|2|2|105|15|72.75|0.00|72.75|24.31|291.15|7.27|13.75|51.73|315.46|
2452025|54705|611|3969|1677481|6193|1552|2|2|106|24|825.12|41.25|866.37|26.21|296.40|57.75|168.82|598.55|363.86|
2451980|58642|849|1533|663032|1262|2692|2|1|106|6|179.70|0.00|179.70|99.32|129.00|41.33|136.98|1.39|228.32|
2452104|29986|821|1533|757785|6591|1797|2|2|106|9|241.38|14.48|255.86|78.57|176.76|16.89|213.26|11.23|269.81|
2452081|58521|1157|1780|645805|7163|121|2|2|107|56|65.52|4.58|70.10|69.13|109.20|36.03|21.52|7.97|182.91|
2452081|47666|1457|1780|467186|2772|158|2|2|107|70|180.60|9.03|189.63|4.58|4.90|131.83|48.28|0.49|18.51|
2451539|51625|1384|5322|1741784|1694|757|1|2|108|15|310.80|12.43|323.23|46.49|188.70|295.26|5.43|10.11|247.62|
2451605|50913|1936|5322|1351722|5238|1554|2|2|108|53|358.81|10.76|369.57|54.16|1650.42|215.28|139.22|4.31|1715.34|
2451664|49113|1051|4136|802523|3350|177|2|1|109|18|1494.90|104.64|1599.54|35.75|582.48|44.84|333.51|1116.55|722.87|
2452619|\N|1074|3948|478574|\N|\N|2|\N|111|\N|343.20|\N|363.79|79.04|38.94|65.20|\N|191.82|138.57|
2451162|45758|802|3253|291015|3506|2644|2|1|112|4|385.92|7.71|393.63|55.43|146.36|366.62|0.57|18.73|209.50|
2451994|53407|1107|4742|1662440|7040|1087|2|1|114|67|1360.10|122.40|1482.50|67.98|1360.10|312.82|586.47|460.81|1550.48|
2451625|35855|830|1808|1191022|4532|1642|2|2|117|66|178.20|10.69|188.89|32.78|1070.52|105.13|18.99|54.08|1113.99|
2451491|50098|1963|1808|428136|2928|1520|1|1|117|20|1094.60|43.78|1138.38|94.15|785.80|875.68|70.05|148.87|923.73|
2451520|41125|7|1808|1586067|1266|1418|2|1|117|6|153.30|7.66|160.96|37.26|26.64|82.78|58.53|11.99|71.56|
2451876|50318|1375|2684|303522|5800|2631|1|2|118|66|262.02|7.86|269.88|5.88|3060.42|180.79|61.73|19.50|3074.16|
2451881|36065|1838|2684|859192|3953|1914|1|1|118|1|33.50|2.68|36.18|75.66|5.75|12.73|4.98|15.79|84.09|
\N|59237|1648|4894|\N|6525|\N|\N|\N|119|1|\N|0.32|\N|\N|5.79|\N|\N|0.56|64.67|
\N|37473|122|2199|\N|6513|\N|1|\N|119|\N|2624.05|\N|\N|7.21|\N|1863.07|\N|\N|\N|
\N|60577|61|599|\N|895|2490|2|\N|120|\N|\N|\N|\N|32.19|\N|5279.94|1006.12|\N|\N|
2451216|50692|466|5005|1750967|6215|1663|1|1|121|8|604.72|6.04|610.76|48.16|341.36|247.93|231.91|124.88|395.56|
2451337|37394|1036|145|50346|5847|1948|2|1|122|16|1813.12|126.91|1940.03|49.64|272.80|1541.15|231.17|40.80|449.35|
2451978|51632|1625|2596|1471447|1382|2870|1|1|125|7|629.30|6.29|635.59|9.77|0.00|125.86|407.78|95.66|16.06|
2451885|46894|961|2596|724349|1805|508|1|2|125|2|20.22|1.81|22.03|4.01|10.10|3.23|16.99|0.00|15.92|
2452026|32161|332|2596|737936|1981|2473|2|1|125|3|279.30|11.17|290.47|43.08|194.67|223.44|19.55|36.31|248.92|
2451641|38484|1234|489|590480|6471|2862|2|1|129|7|512.19|10.24|522.43|75.93|240.03|507.06|3.59|1.54|326.20|
2451643|29747|1549|548|333880|4126|2972|2|1|129|8|68.32|6.14|74.46|89.41|44.00|19.12|5.90|43.30|139.55|
2451177|44766|1987|1469|971519|5888|657|1|2|131|7|114.24|5.71|119.95|26.39|85.26|59.40|10.96|43.88|117.36|
2451210|54853|454|1469|363266|3641|2416|1|2|131|3|72.27|5.05|77.32|75.28|53.31|51.31|3.98|16.98|133.64|
2451678|32490|1298|5461|1312529|947|2965|1|1|132|4|220.44|0.00|220.44|84.15|13.36|158.71|19.75|41.98|97.51|
2451898|54229|1826|4708|1060233|636|2439|1|2|133|7|47.32|2.83|50.15|41.49|59.99|37.38|9.64|0.30|104.31|
2451891|38123|1057|4708|1691883|3402|2568|2|2|133|20|1473.60|14.73|1488.33|62.53|834.00|176.83|661.35|635.42|911.26|
2452287|39904|467|2268|1508371|3627|2083|2|2|134|7|543.20|16.29|559.49|93.54|225.47|239.00|121.68|182.52|335.30|
2452366|52737|605|602|1916363|3390|170|1|2|134|4|287.96|17.27|305.23|27.17|69.24|161.25|31.67|95.04|113.68|
2451951|52519|1477|5197|221001|685|569|1|1|135|4|148.56|8.91|157.47|79.33|8.84|11.88|32.80|103.88|97.08|
2451834|56837|1817|5197|1276975|4044|113|1|2|135|51|915.45|9.15|924.60|62.12|1116.39|860.52|3.84|51.09|1187.66|
2451802|40414|44|5197|1209613|1712|2211|1|2|135|42|1830.78|164.77|1995.55|90.33|837.48|201.38|619.17|1010.23|1092.58|
2451853|44570|475|5197|274389|5272|1755|1|2|135|3|49.08|2.45|51.53|73.02|74.43|45.15|3.89|0.04|149.90|
2452665|49707|312|3595|1243564|1271|731|2|2|136|24|206.64|10.33|216.97|68.24|34.80|181.84|7.19|17.61|113.37|
2452526|29443|1161|5616|505525|6187|2449|2|2|136|16|1042.40|83.39|1125.79|28.11|585.44|114.66|148.43|779.31|696.94|
2452580|56313|1743|3595|380160|519|1078|1|2|136|30|140.10|7.00|147.10|30.71|85.50|49.03|61.01|30.06|123.21|
2452692|38238|1050|3595|144868|6388|508|1|1|136|2|223.84|4.47|228.31|30.01|115.96|0.00|17.90|205.94|150.44|
2451583|48984|1474|1850|1435146|6470|394|2|1|138|46|749.80|59.98|809.78|72.07|2191.44|269.92|86.37|393.51|2323.49|
2452092|35896|1485|5057|377706|3934|2809|1|2|139|47|53.11|1.06|54.17|4.81|0.00|0.00|19.11|34.00|5.87|
2452179|34422|257|1684|326360|1036|1912|2|1|139|2|35.52|2.84|38.36|4.35|26.12|3.90|4.74|26.88|33.31|
2451941|59821|128|5668|822547|98|2202|1|2|142|22|3005.20|60.10|3065.30|19.61|1066.34|2404.16|510.88|90.16|1146.05|
\N|\N|931|474|\N|6967|1147|\N|2|143|\N|\N|10.32|526.44|\N|186.32|\N|2.16|106.23|212.59|
2452628|51516|1863|474|419295|1049|2203|2|2|143|65|7959.90|397.99|8357.89|8.41|1534.00|1512.38|2579.00|3868.52|1940.40|
2452515|53040|1968|474|108793|4980|2920|2|2|143|16|416.80|33.34|450.14|90.52|500.16|75.02|85.44|256.34|624.02|
2452656|36173|1245|1861|938923|4385|1694|2|2|143|67|3172.45|285.52|3457.97|7.25|166.83|2347.61|41.24|783.60|459.60|
2452609|45652|1843|474|634090|1445|1200|2|1|143|59|3881.02|155.24|4036.26|98.44|2678.60|3337.67|440.11|103.24|2932.28|
2451409|43960|1051|3169|97821|4873|2725|1|1|144|56|89.60|2.68|92.28|77.11|5.04|8.96|70.96|9.68|84.83|
2451149|55072|1514|341|1433390|3296|755|1|2|146|2|110.32|8.82|119.14|92.96|8.70|6.61|74.67|29.04|110.48|
2451756|29837|1471|4065|1001426|3723|2973|2|1|147|29|1360.39|13.60|1373.99|37.39|1331.39|612.17|52.37|695.85|1382.38|
2451041|38715|571|402|1164917|874|2384|1|2|148|32|2698.24|161.89|2860.13|94.54|496.00|2077.64|322.71|297.89|752.43|
2451131|40251|1864|3228|653636|5244|1805|1|1|148|1|2.14|0.17|2.31|31.94|6.72|2.05|0.02|0.07|38.83|
2452266|51016|1241|5514|1917336|6983|477|2|2|150|8|197.92|1.97|199.89|71.57|188.48|180.10|3.20|14.62|262.02|
2452198|47847|699|5514|1897846|1796|393|1|2|150|41|2954.05|59.08|3013.13|51.92|1740.04|413.56|1194.03|1346.46|1851.04|
2451219|56145|1510|2380|1049089|5299|709|1|1|151|7|153.37|0.00|153.37|32.44|371.35|131.89|10.52|10.96|403.79|
2452289|54212|1773|5423|83990|5910|2230|1|1|153|72|373.68|26.15|399.83|30.17|493.20|298.94|45.59|29.15|549.52|
2451898|37916|697|5252|648527|5589|2604|2|1|154|17|697.68|27.90|725.58|92.77|413.44|404.65|82.04|210.99|534.11|
2451979|32671|1693|5252|1603791|2744|697|2|1|154|1|104.35|8.34|112.69|79.78|19.41|85.56|9.39|9.40|107.53|
2452068|37806|853|5327|47885|5482|2726|1|2|155|31|2102.42|21.02|2123.44|37.90|685.41|1135.30|512.57|454.55|744.33|
\N|31453|429|5327|1011136|\N|141|2|2|155|21|\N|\N|\N|20.18|110.67|\N|165.60|\N|\N|
\N|60878|285|\N|1797260|\N|\N|2|\N|157|\N|1813.70|163.23|1976.93|9.75|\N|344.60|1425.02|44.08|910.78|
2451180|32857|1928|1251|107231|4763|2695|2|2|158|19|0.00|0.00|0.00|42.77|252.32|0.00|0.00|0.00|295.09|
2451322|31910|1058|1251|405400|5669|2138|1|2|158|1|21.04|1.89|22.93|56.66|8.97|9.25|11.08|0.71|67.52|
2451323|42459|1|1251|344576|2773|970|1|2|158|43|1989.61|139.27|2128.88|11.32|867.31|1870.23|75.20|44.18|1017.90|
2451268|39527|794|1251|340902|3899|2896|2|1|158|11|470.14|32.90|503.04|8.15|658.24|286.78|139.35|44.01|699.29|
2451643|49406|748|823|1317784|6082|580|2|2|159|14|70.98|0.70|71.68|9.95|36.26|29.10|28.89|12.99|46.91|
2451978|51375|77|2901|431116|6385|854|1|2|160|38|2981.10|149.05|3130.15|5.91|921.12|119.24|1831.59|1030.27|1076.08|
2451959|37466|771|2901|544948|7192|589|1|1|160|1|8.95|0.80|9.75|63.20|7.05|1.52|1.33|6.10|71.05|
2452114|39179|245|2901|1258210|850|290|1|1|160|27|684.99|41.09|726.08|24.56|1272.24|335.64|153.71|195.64|1337.89|
2451877|35669|923|6|203858|6051|1644|1|2|162|1|24.87|0.99|25.86|32.63|45.76|7.95|14.72|2.20|79.38|
2451653|37503|1870|1551|1710321|5490|2706|1|1|163|21|1736.49|17.36|1753.85|99.03|741.09|764.05|233.38|739.06|857.48|
2450982|33721|1849|938|430705|1225|2145|2|2|165|9|622.17|55.99|678.16|25.13|23.85|236.42|3.85|381.90|104.97|
2451026|52285|1093|2802|840053|151|1049|2|2|165|1|0.35|0.01|0.36|2.84|2.13|0.29|0.03|0.03|4.98|
2451307|52800|1129|3860|738811|5339|2067|1|1|166|3|63.69|4.45|68.14|86.41|60.15|25.47|20.63|17.59|151.01|
2452535|61107|1659|2161|225320|3671|1469|2|2|168|8|423.28|38.09|461.37|8.76|413.60|364.02|24.29|34.97|460.45|
2451224|50581|1588|742|1412626|6794|1962|1|1|169|51|1704.93|34.09|1739.02|39.70|826.71|340.98|832.00|531.95|900.50|
\N|40309|1561|\N|781989|2795|1601|1|\N|171|53|112.89|\N|\N|61.30|27.03|24.83|37.86|50.20|\N|
2451886|56059|1238|3370|480457|3591|1478|1|2|171|49|6429.29|64.29|6493.58|44.97|1641.50|2571.71|887.24|2970.34|1750.76|
2451108|36468|1675|5090|248980|5595|763|2|1|173|88|4563.68|273.82|4837.50|37.08|2990.24|4198.58|204.45|160.65|3301.14|
2451205|32346|1294|5090|452633|647|1214|2|2|173|20|60.80|0.00|60.80|65.76|219.40|57.76|0.76|2.28|285.16|
2451204|43512|1370|5090|1715028|4802|176|2|1|173|51|221.85|8.87|230.72|99.81|106.08|181.91|26.75|13.19|214.76|
2450995|45760|874|4181|1640715|5203|444|1|2|174|16|0.00|0.00|0.00|13.54|95.04|0.00|0.00|0.00|108.58|
